2017-05-16 14:51:19.779 | AppFinishLaunching
2017-05-16 14:51:27.467 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s30793728/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=DnlHlz&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Ccomplete%7CDnlHlz&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=6&.a&.c&pev2=AMACTION%3Agravitydownload%7Ccomplete%7CDnlHlz&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:27.529 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s78708992/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=BZhBo6&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Cstart%7CBZhBo6&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=6&.a&.c&pev2=AMACTION%3Agravitydownload%7Cstart%7CBZhBo6&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:28.409 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s32841728/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&gnt.&SubscriptionStatus=Subscribed&prefs.&PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&.prefs&windowsize=320x568&appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&alerts=off&userStatus=unauthenticated&ProductName=usatodaynewsiphone&OriginatingSection=top%20stories&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&Publication=usatoday&MarketName=gpapermobileapp&Orientation=portrait&user.&.user&.gnt&a.&action=userState&OSVersion=10.2.1%20%2814D27%00%29&DeviceName=iPhone7%2C2&CarrierName=Verizon&AppID=usatoday%204.14.0%20%284.14.0.87%29&RunMode=Application&Resolution=640x1136&TimeSinceLaunch=7&.a&.c&pev2=AMACTION%3AuserState&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:28.497 | GET | https://api.gannett-cdn.com/ping/v1/most-popular/1?api_key=vp535c7g3m7tr3wzj8vehbaz&t=text&consumer=ios_iphone
2017-05-16 14:51:28.498 | GET | https://api.gannett-cdn.com/ping/v1/most-popular/1?api_key=vp535c7g3m7tr3wzj8vehbaz&t=text&consumer=ios_iphone
2017-05-16 14:51:28.511 | GET | https://api.gannett-cdn.com/mobile/v4/galleryAlbums/1410095,1571989,1411301,1411813?api_key=99saas9t656jt89x3dae4n2d&consumer=ios_iphone
2017-05-16 14:51:28.512 | GET | https://api.gannett-cdn.com/mobile/v4/galleryAlbums/1410095,1571989,1411301,1411813?api_key=99saas9t656jt89x3dae4n2d&consumer=ios_iphone
2017-05-16 14:51:28.513 | GET | https://api.gannett-cdn.com/mobile/v4/fronts/1/home_mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-16 14:51:28.514 | GET | https://api.gannett-cdn.com/mobile/v4/fronts/1/home_mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-16 14:51:28.542 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s11558912/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Subsection=Top%20Stories&Experiment.&recirculation_front=section_front&.Experiment&Section=Top%20Stories&a.&action=Front%20View&OSVersion=iOS%2010.2.1&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=7&.a&.c&pev2=AMACTION%3AFront%20View&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:28.550 | GET | http://gannett.demdex.net/event?c_gnt_prefs_PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&c_gnt_quietTime=&c_gnt_Orientation=portrait&c_a_DeviceName=iPhone7%2C2&c_gnt_ContentType=sectionfront&c_gnt_appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&c_gnt_OriginatingSection=top%20stories&c_gnt_Location=&c_gnt_MarketName=gpapermobileapp&c_gnt_Publication=usatoday&c_gnt_userStatus=unauthenticated&c_gnt_layout=&c_gnt_alerts=off&c_gnt_aamsegment=&c_gnt_user_id=&c_gnt_numPageViewsLeft=&c_gnt_ProductName=usatodaynewsiphone&c_a_OSVersion=10.2.1%20%2814D27%00%29&c_gnt_locationservices=&c_gnt_ssts_Section=topstories&c_gnt_client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&c_gnt_ssts_SubSection=&c_gnt_windowsize=320x568&d_dpid=20915&d_dpuuid=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&d_ptfm=ios&d_dst=1&d_rtbd=json
2017-05-16 14:51:28.570 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-16 14:51:28.571 | GET | https://api.gannett-cdn.com/mobile/v4/breakingnews/1/mobile?consumer=ios_iphone&api_key=99saas9t656jt89x3dae4n2d
2017-05-16 14:51:28.599 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s8667136/ndh=1&pageName=sectionfront&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&c.&gnt.&userStatus=unauthenticated&alerts=off&prefs.&PushSegments=null%7Cnull%7Cnull%7Cnull%7Cnull%7Cnull&.prefs&OriginatingSection=top%20stories&windowsize=320x568&ContentType=sectionfront&ProductName=usatodaynewsiphone&user.&.user&ssts.&Section=topstories&.ssts&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&Publication=usatoday&MarketName=gpapermobileapp&Orientation=portrait&appID=DDBDE517-BE03-471A-A78C-3B58FF4C6B53&.gnt&a.&OSVersion=10.2.1%20%2814D27%00%29&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&CarrierName=Verizon&Resolution=640x1136&TimeSinceLaunch=7&.a&.c&t=00%2F00%2F0000%2000%3A00%3A00%200%20240
2017-05-16 14:51:28.908 | GET | https://api.gannett-cdn.com/mobile/v4/assets/101726824,323905001,101739718,101606116,101733876,99975022?consumer=ios_iphone&api_key=gzet5e83h4nj7tzkhmee7c8z
2017-05-16 14:51:28.909 | GET | https://api.gannett-cdn.com/mobile/v4/assets/101726824,323905001,101739718,101606116,101733876,99975022?consumer=ios_iphone&api_key=gzet5e83h4nj7tzkhmee7c8z
2017-05-16 14:51:29.294 | GET | http://www.gannett-cdn.com/ads/application/7103/config.json?cachebust=516653489.294415
2017-05-16 14:51:29.296 | GET | http://www.gannett-cdn.com/ads/application/7103/config.json?cachebust=516653489.294415
2017-05-16 14:51:29.310 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s86089984/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=BZhBo6&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Ccomplete%7CBZhBo6&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=8&.a&.c&pev2=AMACTION%3Agravitydownload%7Ccomplete%7CBZhBo6&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:29.425 | GET | http://www.gannett-cdn.com/ads/application/creative/D1XPwG/D1XPwG.zip
2017-05-16 14:51:29.426 | GET | http://www.gannett-cdn.com/ads/application/creative/D1XPwG/D1XPwG.zip
2017-05-16 14:51:29.449 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s352512/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=D1XPwG&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Cstart%7CD1XPwG&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=8&.a&.c&pev2=AMACTION%3Agravitydownload%7Cstart%7CD1XPwG&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:29.477 | GET | https://pubads.g.doubleclick.net/gampad/ads?force_https=1&request_id=2&u_sso=p&ios_base_sdk=10.3&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.16.0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0.0625&d_imp_hdr=1&eid=318477470%2C318477338&request_origin=pub&ms=jGLYdableHHKTKze2o-DZW1QqejRqcSJFYZ8GFN90ZHpz3UZuit-4ra1oiQkuKp_kmg8hlrr4GENX9Gn64Viufi6GDZ4XWvAvk3QxbNrYDt2JvEW-ZiMy4-rocrAOZCC-YBFgOhDXNNeKlsI7FyFAWm55DNczx1ZrILP47LiBimRuNwaOBqKAwoXordBG-MhdId4Fh31M_WqZaAJRY57LCSe8H1g5TZRJyIc0AoU8foio6Udks06ab39PU-OMnKylgBIjUbV2xQOj_ZbyAe0vjfLHBVlIDaUQRK_cd8Ckry-o_qY0FkCeuYYju38crXMyhW6TxDRTFInUi9QF2U66w&hl=en&u_sd=2&ios_key_window_w=320&cellular_country_code=311&u_w=320&sz=1280x1280&ios_radio=CTRadioAccessTechnologyLTE&u_h=568&submodel=iPhone7%2C2&ios_key_window_h=568&cap_bs=1&net=wi&ios_app_muted=0&should_silence_audio=0&cellular_network_code=480&forceHttps=true&_package_name=com.usatoday.EnterpriseiPhone20&u_audio=1&an=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20&swipeable=1&adk=0&crqc=1&currts=1836&basets=1&preqs_in_session=1&seq_num=2&output=html&region=mobile_app&u_tz=-240&url=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F7103%2Fusatoday_mobile%2FiPhone_app-high_impact&correlator=2760060456365688&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&swdr=false&blockAutoClicks=true&cust_params=ver%3D4.14.0.87%26clientId%3Dfe81c628-dbdd-480c-b36a-918a5ae60d2c%26cacheid%3DDnlHlz%2CBZhBo6%26aam%3Dtestios%2Cios%2C300%26idFlag%3Dfalse&_efs=false&includeDoritos=true&tcar=4&jsv=4-production-20170510_RC00&urll=1731#caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&eid=318477470%252C318477338&js=afma-sdk-i-v7.16.0&seq_num=2
2017-05-16 14:51:29.770 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101746232&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:29.770 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101746232&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:29.772 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101735370&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:29.773 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101735370&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:29.774 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101747014&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:29.775 | GET | https://api.gannett-cdn.com/internal/MobileServices/MMediaService.svc/mcontent/album?albumId=101747014&api_key=rtxdju9wfw78treew9uuhhsj
2017-05-16 14:51:30.207 | GET | https://www.gannett-cdn.com/-mm-/c29ce2c46a5889a73deb4690de6ef7bb42a42efb/c=84-0-3934-2895&r=640x480/local/-/media/2017/04/11/USATODAY/USATODAY/636275302473299621-AP-COLLINS-GOVERNOR-90184839.JPG
2017-05-16 14:51:30.208 | GET | https://www.gannett-cdn.com/-mm-/c29ce2c46a5889a73deb4690de6ef7bb42a42efb/c=84-0-3934-2895&r=640x480/local/-/media/2017/04/11/USATODAY/USATODAY/636275302473299621-AP-COLLINS-GOVERNOR-90184839.JPG
2017-05-16 14:51:30.245 | GET | https://pubads.g.doubleclick.net/gampad/ads?force_https=1&request_id=4&u_sso=p&ios_base_sdk=10.3&u_mwsso=any&u_so=p&js=afma-sdk-i-v7.16.0&ios_app_volume=1&is_other_audio_playing=0&ios_output_volume=0.0625&d_imp_hdr=1&eid=318477470%2C318477338&request_origin=pub&ms=Q9ZsqxmcJWyw0riltOV_Ye1YXU4ddJE76C1UCGD0enWyEOZT_5jRksMWyAmbEJ8l2POSAC2PfhFtimEBVN5v9Vu3cjbb71aHUeAf6dxujJ7It0PCUX0BWE21rpibVIEbJms5odkcolFXDcNMrMzP9eZt6FAReeuHqGJMJXYn071tJ6m-l3_Z7aXcZUp-b8niZYK0ozPrrq4prrEvnKiJ384oVw3Jcfq8iYYSv_LIu0gYShdnpd3rRpC8O9Tf5NsCwsMoUPQhSVS9B-nSjZdsVmOrhWKD3SNBhBAEdFQ8hWl-KP7nW5jCwZAlkX00EqiIo5z_BM8Ss_jKnsM2mivLnw&hl=en&u_sd=2&ios_key_window_w=320&cellular_country_code=311&u_w=320&sz=1x1%7C300x250&ios_radio=CTRadioAccessTechnologyLTE&u_h=568&submodel=iPhone7%2C2&ios_key_window_h=568&cap_bs=1&net=wi&ios_app_muted=0&should_silence_audio=0&cellular_network_code=480&format=1x1_as&forceHttps=true&_package_name=com.usatoday.EnterpriseiPhone20&u_audio=1&an=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20&swipeable=1&adk=1873681600&crqc=2&currts=2562&basets=1&preqs_in_session=2&seq_num=3&output=html&region=mobile_app&u_tz=-240&content_url=https%3A%2F%2Fwww.usatoday.com%2F&url=4.14.0.87.iphone.com.usatoday.EnterpriseiPhone20.adsenseformobileapps.com&gdfp_req=1&markup=html&m_ast=afmajs&impl=ifr&iu=%2F7103%2Fusatoday_mobile%2FiPhone_app-section_front_top%2Fhomepage&correlator=3906695042404911&_hl=en-us&gsb=wi&caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&swdr=false&blockAutoClicks=true&cust_params=ver%3D4.14.0.87%26devicetype%3Dphone%26clientId%3Dfe81c628-dbdd-480c-b36a-918a5ae60d2c%26aam%3Dtestios%2Cios%2C300%26idFlag%3Dfalse&_efs=false&includeDoritos=true&tcar=5&jsv=4-production-20170510_RC00&urll=1814#caps=interactiveVideo_inlineVideo_mraid1_mraid2_th_autoplay_mediation_av_sdkAdmobApiForAds_di_transparentBackground_sdkVideo_aso_sfv_dinm_dim_nav_ct_dinmo_gcache&eid=318477470%252C318477338&format=1x1_as&js=afma-sdk-i-v7.16.0&seq_num=3
2017-05-16 14:51:30.796 | GET | http://www.gannett-cdn.com/ads/application/creative/jaPMvK/jaPMvK.zip
2017-05-16 14:51:30.797 | GET | http://www.gannett-cdn.com/ads/application/creative/jaPMvK/jaPMvK.zip
2017-05-16 14:51:30.810 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s88391936/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=D1XPwG&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Ccomplete%7CD1XPwG&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=9&.a&.c&pev2=AMACTION%3Agravitydownload%7Ccomplete%7CD1XPwG&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:30.890 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s2146560/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&cacheID=jaPMvK&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&Experiment.&recirculation_front=section_front&.Experiment&a.&action=gravitydownload%7Cstart%7CjaPMvK&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=9&.a&.c&pev2=AMACTION%3Agravitydownload%7Cstart%7CjaPMvK&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:31.973 | POST | http://repdata.usatoday.com/b/ss/gpapermobiletestsdk4/0/OIP-4.13.2/s32538624/ndh=1&t=00%2F00%2F0000%2000%3A00%3A00%200%20240&c.&a.&action=menutapopen&OSVersion=iOS%2010.2.1&CarrierName=Verizon&DeviceName=iPhone7%2C2&RunMode=Application&AppID=usatoday%204.14.0%20%284.14.0.87%29&Resolution=640x1136&TimeSinceLaunch=10&.a&Experiment.&recirculation_front=section_front&.Experiment&gnt.&client_id=fe81c628-dbdd-480c-b36a-918a5ae60d2c&.gnt&.c&pev2=AMACTION%3Amenutapopen&pageName=usatoday%2F4.14.0.87&ce=UTF-8&aid=2C8DA5150507C9EB-40000113A00084C3&pe=lnk_o
2017-05-16 14:51:33.194 | GET | http://www.gannett-cdn.com/ads/application/creative/TA5wWG/TA5wWG.zip
2017-05-16 14:51:33.195 | GET | http://www.gannett-cdn.com/ads/application/creative/TA5wWG/TA5wWG.zip
